"district","grape_type_code","grape_type_name","variety_code","variety_name","wt_price","brix_code","tons","row_type_code","row_type_name"
"1","7","Wine Grapes (White)","7062","Albarino *",1500,"017200",4.1,"2","data_row"
"1","7","Wine Grapes (White)","7062","Albarino *",2600,"000100",1.2,"2","data_row"
"1","7","Wine Grapes (White)","7062","Albarino *",1749.06,"",5.3,"3","summary_row"
"1","7","Wine Grapes (White)","7054","Arneis",2000,"000100",6.2,"2","data_row"
"1","7","Wine Grapes (White)","7054","Arneis",2100,"000100",3.9,"2","data_row"
"1","7","Wine Grapes (White)","7054","Arneis",2800,"000100",4,"2","data_row"
"1","7","Wine Grapes (White)","7054","Arneis",2254.61,"",14.1,"3","summary_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",242.81,"013600",48.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",375,"000100",887,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",500,"000100",1217.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",500,"024500",3326.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",538.74,"024500",26.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",539.64,"000100",24.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",600,"024500",514.4,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",605.71,"000100",25.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",644.73,"000100",20.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",650,"000100",47.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",650,"024500",207.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",650.11,"024500",26.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",678.97,"024500",24.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",680.49,"000100",21,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",688.74,"024500",21,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",700,"000100",3074.4,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",700,"024500",445,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",731.92,"024500",20.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",738.5,"000100",23.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",748.85,"000100",25.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",825,"024500",85.2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",830.32,"000100",22.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",872.69,"000100",9.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",875,"000100",181.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",886.4,"024500",24,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",887.07,"000100",21.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",975.67,"024500",24,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",998.68,"000100",25.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1000,"000100",149.4,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1000,"011100",2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1006.86,"000100",21.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1056.57,"000100",14.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1100,"024500",210.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1150,"000100",290.2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1200,"000100",165.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1200,"020800",96.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1200,"024500",2576.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1225,"000100",170,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1250,"028400",1.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1300,"017200",90.4,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1300,"024500",115.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1350,"000100",135.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1350,"024500",173.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1366.86,"000100",155.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1375,"000100",475.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1375,"024500",439.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1376.41,"020800",86.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1387,"024500",138.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1400,"000100",279.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1400,"013600",18.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1400,"021200",514.4,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1403.45,"017800",146.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1407.77,"024500",300.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1425,"000100",201.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1449.12,"000100",429,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1450,"000100",93.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1462.99,"000100",22.2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1475,"000100",314.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1490.01,"022900",125.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1491.5,"024500",124.4,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1500,"000100",258.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1500,"013600",16,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1550,"000100",35.2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1550,"020800",46,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1561,"000100",35.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1581.3,"000100",91.2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1591.35,"000100",27.4,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1600,"000100",490.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1600,"001900",55,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1600,"020800",109.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1626.41,"000100",73,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1644.21,"000100",93.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1650,"000100",91.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1650,"019100",160.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1653.68,"000100",60.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1700,"000100",91.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1700,"013600",163.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1729.13,"000100",30.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1750,"000100",178.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1756.21,"000100",994.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1800,"000100",112.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1800,"001900",20.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1800,"009100",5.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1800,"009530",4.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1800,"013600",2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1850,"000100",99.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1900,"000100",12.2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1950,"000100",21.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2000,"000100",13.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2000,"008100",1.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2100,"000100",10.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2100,"009300",4.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2100,"010900",1.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2100,"011300",2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2200,"000100",0.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2300,"000100",11.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2400,"000100",13.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2400,"013600",5.4,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2472.5,"000100",154.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2500,"000100",3.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2500,"021000",24.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2700,"000100",13.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2700,"007800",12,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",2875,"000100",80.2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3000,"000100",37.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3100,"000100",2.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3200,"000100",4.3,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3500,"000100",33.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3500,"017000",1.4,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3600,"000100",2.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3700,"000100",23,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3800,"000100",3.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3800,"013400",1.6,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3858,"000100",4.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",3900,"000100",1.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",4000,"000100",22.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",4000,"010110",3.1,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",4100,"000100",1.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",4500,"000100",8.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",4500,"009300",2.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",4500,"010110",1.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",5000,"000100",1.5,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",5050,"000100",1.7,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",5250,"000100",1.9,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",5865,"000100",2.2,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",6000,"000100",11,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",7172.1,"000100",2.8,"2","data_row"
"1","7","Wine Grapes (White)","7004","Chardonnay *",1063.87,"",22417.6,"3","summary_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",500,"000100",1.9,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",1550,"000100",24,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",1600,"000100",31,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",1920,"000100",1,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",1984.62,"010700",5.2,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",2000,"000100",5,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",2100,"000100",2.5,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",2200,"000100",8.5,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",2500,"000100",16.7,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",2500,"012300",1.4,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",2500,"017200",5.4,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",3000,"000100",3.2,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",3600,"000100",4.2,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",3600,"013100",2.6,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",3700,"000100",1,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",3900,"000100",5.6,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",3900,"016900",3.6,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",4000,"007900",1,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",5000,"000100",2.3,"2","data_row"
"1","7","Wine Grapes (White)","7006","Chenin Blanc",2235.13,"",126.1,"3","summary_row"
"1","7","Wine Grapes (White)","7068","Falaghina Greco",2000,"000100",1.2,"2","data_row"
"1","7","Wine Grapes (White)","7068","Falaghina Greco",3000,"000100",1.6,"2","data_row"
"1","7","Wine Grapes (White)","7068","Falaghina Greco",3850,"000100",3.6,"2","data_row"
"1","7","Wine Grapes (White)","7068","Falaghina Greco",3900,"000100",1,"2","data_row"
"1","7","Wine Grapes (White)","7068","Falaghina Greco",3372.97,"",7.4,"3","summary_row"
"1","7","Wine Grapes (White)","7010","French Colombard",1100,"000100",6.5,"2","data_row"
"1","7","Wine Grapes (White)","7010","French Colombard",1157.73,"000100",25,"2","data_row"
"1","7","Wine Grapes (White)","7010","French Colombard",1200,"000100",5.9,"2","data_row"
"1","7","Wine Grapes (White)","7010","French Colombard",1500,"000100",4,"2","data_row"
"1","7","Wine Grapes (White)","7010","French Colombard",1500,"009000",4.3,"2","data_row"
"1","7","Wine Grapes (White)","7010","French Colombard",1700,"000100",1.1,"2","data_row"
"1","7","Wine Grapes (White)","7010","French Colombard",1228.49,"",46.8,"3","summary_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",1900,"000100",10.6,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",1950,"008100",1.8,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",1974.83,"000100",34.1,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",1975,"011300",2,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",2200,"000100",4.9,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",2300,"000100",2.6,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",2400,"000100",9.3,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",2500,"000100",21,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",2600,"000100",4.3,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",2800,"017200",4.5,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",2800,"020800",1.3,"2","data_row"
"1","7","Wine Grapes (White)","7011","Gewurztraminer",2219.31,"",96.4,"3","summary_row"
"1","7","Wine Grapes (White)","7055","Grenache Blanc *",2200,"000100",0.8,"2","data_row"
"1","7","Wine Grapes (White)","7055","Grenache Blanc *",3900,"000100",1,"2","data_row"
"1","7","Wine Grapes (White)","7055","Grenache Blanc *",3144.44,"",1.8,"3","summary_row"
"1","7","Wine Grapes (White)","7082","Grenache Gris *",3800,"000100",10.1,"2","data_row"
"1","7","Wine Grapes (White)","7082","Grenache Gris *",3800,"",10.1,"3","summary_row"
"1","7","Wine Grapes (White)","7063","Gruner Veltliner",2400,"000100",15.7,"2","data_row"
"1","7","Wine Grapes (White)","7063","Gruner Veltliner",2400,"",15.7,"3","summary_row"
"1","7","Wine Grapes (White)","7019","Malvasia Bianca",2200,"011300",0.8,"2","data_row"
"1","7","Wine Grapes (White)","7019","Malvasia Bianca",2200,"",0.8,"3","summary_row"
"1","7","Wine Grapes (White)","7045","Marsanne",1900,"019100",1.5,"2","data_row"
"1","7","Wine Grapes (White)","7045","Marsanne",2000,"000100",4.2,"2","data_row"
"1","7","Wine Grapes (White)","7045","Marsanne",2200,"000100",1.4,"2","data_row"
"1","7","Wine Grapes (White)","7045","Marsanne",2500,"000100",4.6,"2","data_row"
"1","7","Wine Grapes (White)","7045","Marsanne",2207.69,"",11.7,"3","summary_row"
"1","7","Wine Grapes (White)","7022","Muscat Blanc *",200,"013600",13.3,"2","data_row"
"1","7","Wine Grapes (White)","7022","Muscat Blanc *",350,"000100",3.9,"2","data_row"
"1","7","Wine Grapes (White)","7022","Muscat Blanc *",800,"000100",3.9,"2","data_row"
"1","7","Wine Grapes (White)","7022","Muscat Blanc *",800,"013600",3.4,"2","data_row"
"1","7","Wine Grapes (White)","7022","Muscat Blanc *",850,"000100",63.3,"2","data_row"
"1","7","Wine Grapes (White)","7022","Muscat Blanc *",1000,"000100",13.2,"2","data_row"
"1","7","Wine Grapes (White)","7022","Muscat Blanc *",1084.75,"000100",8,"2","data_row"
"1","7","Wine Grapes (White)","7022","Muscat Blanc *",1600,"000100",7.7,"2","data_row"
"1","7","Wine Grapes (White)","7022","Muscat Blanc *",838.63,"",116.7,"3","summary_row"
"1","7","Wine Grapes (White)","7023","Muscat Orange",2000,"011100",1.4,"2","data_row"
"1","7","Wine Grapes (White)","7023","Muscat Orange",2000,"",1.4,"3","summary_row"
"1","7","Wine Grapes (White)","7065","Picpoul Blanc",3000,"000100",1.5,"2","data_row"
"1","7","Wine Grapes (White)","7065","Picpoul Blanc",4400,"007900",1,"2","data_row"
"1","7","Wine Grapes (White)","7065","Picpoul Blanc",4416.32,"000100",1.4,"2","data_row"
"1","7","Wine Grapes (White)","7065","Picpoul Blanc",3867.4,"",3.9,"3","summary_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",500,"000100",0.5,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",1000,"000100",52.5,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",1350,"013100",15.5,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",1465,"000100",13,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",1500,"000100",2,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",1500,"011300",2,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",1700,"000100",10.8,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",2000,"000100",3.5,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",2200,"000100",3.1,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",2500,"013100",3.3,"2","data_row"
"1","7","Wine Grapes (White)","7029","Pinot Blanc",1310.26,"",106.2,"3","summary_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",1800,"000100",4.1,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",1850,"008100",5.2,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",1900,"000100",3.2,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",2000,"000100",16,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",2200,"000100",30.3,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",2250,"000100",11.8,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",2400,"000100",16.8,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",2600,"000100",3.3,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",2800,"000100",1.8,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",3000,"015500",1.9,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",3200,"000100",6.5,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",3200,"008100",4.3,"2","data_row"
"1","7","Wine Grapes (White)","7044","Pinot Gris *",2305.04,"",105.2,"3","summary_row"
"1","7","Wine Grapes (White)","7056","Ribolla Gialla *",2800,"000100",4.6,"2","data_row"
"1","7","Wine Grapes (White)","7056","Ribolla Gialla *",2800,"",4.6,"3","summary_row"
"1","7","Wine Grapes (White)","7042","Roussanne",1900,"019100",1.5,"2","data_row"
"1","7","Wine Grapes (White)","7042","Roussanne",2000,"000100",3.3,"2","data_row"
"1","7","Wine Grapes (White)","7042","Roussanne",2200,"000100",0.9,"2","data_row"
"1","7","Wine Grapes (White)","7042","Roussanne",2500,"000100",4.2,"2","data_row"
"1","7","Wine Grapes (White)","7042","Roussanne",4692,"019000",3.8,"2","data_row"
"1","7","Wine Grapes (White)","7042","Roussanne",4747.55,"000100",2.8,"2","data_row"
"1","7","Wine Grapes (White)","7042","Roussanne",3215.32,"",16.5,"3","summary_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",300,"000100",2.7,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",500,"000100",90,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",750,"013400",2.5,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",900,"017000",105.9,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1000,"000100",55.3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1000,"013100",12.8,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1000,"015500",23.7,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1100,"000100",146.5,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1100,"024500",86.2,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1179.9,"000100",24.3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1200,"000100",254.7,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1200,"015500",72.4,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1299.81,"000100",26.2,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1300,"000100",227.8,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1300,"013400",97.3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1300,"024500",37.8,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1400,"000100",198.7,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1400,"013400",48.4,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1400,"024500",76.3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1450,"000100",73,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1450,"013600",43.7,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1462.86,"015700",81.7,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1500,"000100",354,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1500,"013400",97.6,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1550,"000100",131,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1600,"000100",194.1,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1600,"015500",99.4,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1650,"000100",4.7,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1700,"017000",131.3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1743.44,"000100",64.4,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1750,"000100",99,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1784.34,"000100",85.3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1800,"000100",36.2,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1800,"010900",17.5,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1800,"017000",57.1,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1850,"000100",19.2,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1900,"000100",25.6,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2000,"000100",34.9,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2000,"009100",6.1,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2000,"013100",14.2,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2000,"013400",4,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2100,"000100",51.4,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2250,"000100",6.3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2300,"000100",11.5,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2300,"017000",4,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2400,"010800",1.6,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2500,"000100",16.1,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2700,"000100",18.3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2800,"009300",5.8,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2800,"010900",3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",2800,"013100",3,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",3415.5,"000100",2.2,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",4000,"000100",4,"2","data_row"
"1","7","Wine Grapes (White)","7033","Sauvignon Blanc *",1441.54,"",3390.7,"3","summary_row"
"1","7","Wine Grapes (White)","7036","Semillon",1500,"000100",2,"2","data_row"
"1","7","Wine Grapes (White)","7036","Semillon",1920,"000100",1.5,"2","data_row"
"1","7","Wine Grapes (White)","7036","Semillon",2100,"000100",25.9,"2","data_row"
